Date,Description,Check#,Category,Currency,Amount,Balance
2024-03-22T07:00:00.000Z,Stardust Supplies,,,,-948,
2024-03-22T07:00:00.000Z,Narnia Novelties,,,,-1407,
2024-03-22T07:00:00.000Z,Celestial Sundries,,,,-16658,
2024-03-22T07:00:00.000Z,The Ticker-Tape Typewriter,,,,-5350,
2024-03-22T07:00:00.000Z,Mermaid Market,,,,-1217,
2024-03-23T07:00:00.000Z,Celestial Sundries,,,,-100,
2024-03-25T07:00:00.000Z,The Crystal Radio Emporium,,,,-684,
2024-03-25T07:00:00.000Z,Cobblestone Apothecary,,,,-7998,
2024-03-25T07:00:00.000Z,Enchanted Emporium,,,,-449,
2024-03-26T07:00:00.000Z,Vintage Perfumery,,,,-657,
2024-03-26T07:00:00.000Z,Lampshade & Lace Antiques,,,,-1099,
2024-03-27T07:00:00.000Z,Steam-Powered Curiosities,,,,-6850,
2024-03-27T07:00:00.000Z,Stardust Supplies,,,,-1177,
2024-03-28T07:00:00.000Z,Wonderland Workshop,,,,-100,
2024-03-28T07:00:00.000Z,Gilded Gramophone Records,,,,-10546,
2024-03-28T07:00:00.000Z,Wonderland Workshop,,,,-1864,
2024-03-28T07:00:00.000Z,Antique Gramophone Records,,,,-1873,
2024-03-29T07:00:00.000Z,Timeless Treasures,,,,-1124,
2024-03-29T07:00:00.000Z,Witch’s Wardrobe,,,,-650,
2024-03-29T07:00:00.000Z,Enchanted Emporium,,,,-99,
2024-03-29T07:00:00.000Z,Tin-Type Photography Studio,,,,-1397,
2024-03-29T07:00:00.000Z,Steam-Powered Curiosities,,,,-2132,
2024-03-29T07:00:00.000Z,Stardust Supplies,,,,-608,
2024-03-29T07:00:00.000Z,Dapper Gentleman’s Outfitters,,,,-40000,
2024-03-29T07:00:00.000Z,Witch’s Wardrobe,,,,-60000,
2024-03-30T07:00:00.000Z,Mythical Merchants,,,,-848,
2024-03-30T07:00:00.000Z,Ethereal Elegance,,,,-10300,
2024-03-30T07:00:00.000Z,Lampshade & Lace Antiques,,,,-89325,
2024-03-30T07:00:00.000Z,Cobblestone Apothecary,,,,22000,
2024-03-30T07:00:00.000Z,Atlantis Artifacts,,,,-4725,
2024-03-30T07:00:00.000Z,Silhouette Portrait Studio,,,,-1927,
2024-03-30T07:00:00.000Z,The Ticker-Tape Typewriter,,,,-3675,
2024-03-31T07:00:00.000Z,The Pocket Watch Repair Shop,,,,-100,
2024-03-31T07:00:00.000Z,Narnia Novelties,,,,-1250,
2024-03-31T07:00:00.000Z,Belle Époque Boutique,,,,-2737,
2024-04-01T07:00:00.000Z,Timeless Treasures,,,,-848,
2024-04-01T07:00:00.000Z,Sorcerer’s Surplus,,,,-3738,
2024-04-01T07:00:00.000Z,Starship Salvage,,,,-19700,
2024-04-02T07:00:00.000Z,The Gramophone Emporium,,,,-5850,
2024-04-02T07:00:00.000Z,Enchanted Emporium,,,,-767,
2024-04-02T07:00:00.000Z,Dapper Gentleman’s Outfitters,,,,-139500,
2024-04-02T07:00:00.000Z,Tin-Type Photography Studio,,,,-1488,
2024-04-03T07:00:00.000Z,Arcane Alchemy,,,,-100,
2024-04-03T07:00:00.000Z,The Carousel Toy Shop,,,,518553,
2024-04-04T07:00:00.000Z,Phoenix Antiques,,,,-1927,
2024-04-04T07:00:00.000Z,Elven Emporium,,,,-3500,
2024-04-04T07:00:00.000Z,Lampshade & Lace Antiques,,,,-1358,
2024-04-05T07:00:00.000Z,Stardust Supplies,,,,-1488,
2024-04-05T07:00:00.000Z,Goblin Gadgets,,,,-798,
2024-04-05T07:00:00.000Z,Labyrinth Books,,,,-2013,
2024-04-06T07:00:00.000Z,Fairy Tale Fabrics,,,,-798,
2024-04-06T07:00:00.000Z,Labyrinth Books,,,,-407,
2024-04-06T07:00:00.000Z,The Cobbler’s Corner,,,,-8086,
2024-04-06T07:00:00.000Z,Art Nouveau Gallery,,,,-971,
2024-04-07T07:00:00.000Z,The Vaudeville Variety Store,,,,-1467,
2024-04-07T07:00:00.000Z,Fable Finds,,,,-4350,
2024-04-07T07:00:00.000Z,Art Nouveau Gallery,,,,-1977,
2024-04-07T07:00:00.000Z,The Ticker-Tape Typewriter,,,,-798,
2024-04-08T07:00:00.000Z,Grandfather’s Haberdashery,,,,-100,
2024-04-08T07:00:00.000Z,Dragon’s Den,,,,-868,
2024-04-09T07:00:00.000Z,Enchanted Emporium,,,,-1408,
2024-04-10T07:00:00.000Z,Fairy Tale Fabrics,,,,-1837,
2024-04-11T07:00:00.000Z,Elven Emporium,,,,-798,
2024-04-11T07:00:00.000Z,Cobblestone Apothecary,,,,-1927,
2024-04-11T07:00:00.000Z,The Prohibition Speakeasy,,,,-1452,
2024-04-11T07:00:00.000Z,The Jazz Age Jazz Club,,,,-709,
2024-04-11T07:00:00.000Z,The Jazz Age Jazz Club,,,,-5350,
2024-04-12T07:00:00.000Z,Mermaid Market,,,,-449,
2024-04-12T07:00:00.000Z,Cobblestone Apothecary,,,,-100,
2024-04-13T07:00:00.000Z,Wonderland Workshop,,,,-2132,
2024-04-13T07:00:00.000Z,Steam-Powered Curiosities,,,,-4772,
2024-04-13T07:00:00.000Z,The Edison Electric Emporium,,,,-380,
2024-04-13T07:00:00.000Z,Mythical Merchants,,,,-2737,
2024-04-13T07:00:00.000Z,Cosmic Curiosities,,,,-1800,
2024-04-14T07:00:00.000Z,Narnia Novelties,,,,-4000,
2024-04-14T07:00:00.000Z,The Edison Electric Emporium,,,,-699,
2024-04-15T07:00:00.000Z,Mystic Market,,,,-51557,
2024-04-15T07:00:00.000Z,Phoenix Antiques,,,,-4071,
2024-04-16T07:00:00.000Z,Arcane Alchemy,,,,-4350,
2024-04-17T07:00:00.000Z,Retro Soda Fountain,,,,-2000,
2024-04-17T07:00:00.000Z,Vintage Perfumery,,,,-100,
2024-04-17T07:00:00.000Z,Antique Gramophone Records,,,,-1656,
2024-04-17T07:00:00.000Z,Spellbound Stationery,,,,-1916,
2024-04-18T07:00:00.000Z,Retro Soda Fountain,,,,-349,
2024-04-19T07:00:00.000Z,The Vaudeville Variety Store,,,,-4518,
2024-04-19T07:00:00.000Z,Sorcerer’s Surplus,,,,41100,
2024-04-19T07:00:00.000Z,Dragon’s Den,,,,-4315,
2024-04-19T07:00:00.000Z,Whimsical Wares,,,,-900,
2024-04-19T07:00:00.000Z,Sorcerer’s Surplus,,,,-2132,
2024-04-19T07:00:00.000Z,Enchanted Emporium,,,,-320,
2024-04-19T07:00:00.000Z,Vintage Perfumery,,,,-11510,
2024-04-19T07:00:00.000Z,Mystic Market,,,,-1588,
2024-04-20T07:00:00.000Z,Victorian Tea Parlor,,,,-7715,
2024-04-20T07:00:00.000Z,Belle Époque Boutique,,,,-701,
2024-04-20T07:00:00.000Z,Whimsical Wares,,,,-1596,
2024-04-24T07:00:00.000Z,Art Nouveau Gallery,,,,-1139,
2024-04-25T07:00:00.000Z,Dreamweaver’s Delights,,,,-2774,
2024-04-25T07:00:00.000Z,The Brass Lantern Bookstore,,,,-6350,
2024-04-25T07:00:00.000Z,The Jazz Age Jazz Club,,,,-2558,
2024-04-26T07:00:00.000Z,Ethereal Elegance,,,,-100,
2024-04-26T07:00:00.000Z,The Velvet Emporium,,,,-1099,
2024-04-26T07:00:00.000Z,Gryffin Goods,,,,-798,
2024-04-27T07:00:00.000Z,The Cobbler’s Corner,,,,-1916,
2024-04-27T07:00:00.000Z,Labyrinth Books,,,,-2031,
2024-04-28T07:00:00.000Z,The Carousel Toy Shop,,,,-798,
2024-04-28T07:00:00.000Z,The Carousel Toy Shop,,,,-10546,
2024-04-29T07:00:00.000Z,Spellbound Stationery,,,,-99,
2024-04-30T07:00:00.000Z,Belle Époque Boutique,,,,-449,
2024-04-30T07:00:00.000Z,The Jazz Age Jazz Club,,,,-2006,
2024-04-30T07:00:00.000Z,The Velvet Emporium,,,,-697,
2024-05-01T07:00:00.000Z,Ethereal Elegance,,,,-1916,
2024-05-01T07:00:00.000Z,The Edison Electric Emporium,,,,-11794,
2024-05-01T07:00:00.000Z,Mythical Merchants,,,,-139500,
2024-05-01T07:00:00.000Z,Vintage Millinery,,,,-5850,
2024-05-01T07:00:00.000Z,Lampshade & Lace Antiques,,,,-798,
2024-05-02T07:00:00.000Z,Sorcerer’s Surplus,,,,-1588,
2024-05-02T07:00:00.000Z,Art Nouveau Gallery,,,,-100,
2024-05-02T07:00:00.000Z,Art Nouveau Gallery,,,,-7000,
2024-05-02T07:00:00.000Z,Steampunk Sundries,,,,-61200,
2024-05-03T07:00:00.000Z,Pixie Potions,,,,-1088,
2024-05-03T07:00:00.000Z,Vintage Millinery,,,,-1728,
2024-05-04T07:00:00.000Z,Mythical Merchants,,,,-3500,
2024-05-04T07:00:00.000Z,Atlantis Artifacts,,,,-1524,
2024-05-04T07:00:00.000Z,Cobblestone Apothecary,,,,-2432,
2024-05-05T07:00:00.000Z,The Gramophone Emporium,,,,-964,
2024-05-07T07:00:00.000Z,Stardust Supplies,,,,-5850,
2024-05-08T07:00:00.000Z,Spellbound Stationery,,,,-100,
2024-05-08T07:00:00.000Z,The Pocket Watch Repair Shop,,,,-1452,
2024-05-08T07:00:00.000Z,Timeless Treasures,,,,-7532,
2024-05-08T07:00:00.000Z,The Crystal Radio Emporium,,,,-1619,
2024-05-09T07:00:00.000Z,Silhouette Portrait Studio,,,,-5426,
2024-05-09T07:00:00.000Z,Dragon’s Den,,,,-1152,
2024-05-10T07:00:00.000Z,The Crystal Radio Emporium,,,,-1916,
2024-05-10T07:00:00.000Z,Dapper Gentleman’s Outfitters,,,,-2338,
2024-05-10T07:00:00.000Z,The Ticker-Tape Typewriter,,,,-798,
2024-05-11T07:00:00.000Z,Spellbound Stationery,,,,-2999,
2024-05-11T07:00:00.000Z,The Vaudeville Variety Store,,,,-3180,
2024-05-11T07:00:00.000Z,Belle Époque Boutique,,,,-1538,
2024-05-12T07:00:00.000Z,Phoenix Antiques,,,,-978,
2024-05-12T07:00:00.000Z,Stardust Supplies,,,,-798,
2024-05-13T07:00:00.000Z,Tin-Type Photography Studio,,,,-6350,
2024-05-14T07:00:00.000Z,The Crystal Radio Emporium,,,,-4768,
2024-05-14T07:00:00.000Z,Celestial Sundries,,,,-100,
2024-05-14T07:00:00.000Z,Arcane Alchemy,,,,-2132,
2024-05-15T07:00:00.000Z,Antique Gramophone Records,,,,-3869,
2024-05-16T07:00:00.000Z,The Penny Candy Shoppe,,,,-1808,
2024-05-16T07:00:00.000Z,Antique Gramophone Records,,,,-1663,
2024-05-16T07:00:00.000Z,Victorian Tea Parlor,,,,-1717,
2024-05-16T07:00:00.000Z,The Gramophone Emporium,,,,-1700,
2024-05-17T07:00:00.000Z,Lampshade & Lace Antiques,,,,-816,
2024-05-17T07:00:00.000Z,Lampshade & Lace Antiques,,,,-1270,
2024-05-17T07:00:00.000Z,Victrola Phonograph Parlor,,,,-1686,
2024-05-18T07:00:00.000Z,Belle Époque Boutique,,,,-6350,
2024-05-19T07:00:00.000Z,Vintage Millinery,,,,-100,
2024-05-19T07:00:00.000Z,Vintage Perfumery,,,,-449,
2024-05-19T07:00:00.000Z,Starship Salvage,,,,-1588,
2024-05-20T07:00:00.000Z,Tin-Type Photography Studio,,,,-1916,
2024-05-20T07:00:00.000Z,Ethereal Elegance,,,,-1121,
2024-05-20T07:00:00.000Z,Vintage Perfumery,,,,-650,
2024-05-20T07:00:00.000Z,Art Nouveau Gallery,,,,-300,
2024-05-21T07:00:00.000Z,Mermaid Market,,,,-1931,
2024-05-21T07:00:00.000Z,Timeless Treasures,,,,-1686,
2024-05-21T07:00:00.000Z,Dapper Gentleman’s Outfitters,,,,-2999,
